# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu2g16230	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4294038;4294239;4296476	4294179;4296381;4296611	-;-;-	2421	8099
Afu2g00720	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	161113;161216;161750;162525	161158;161666;162455;162800	+;+;+;+	1479	3398
Afu1g01460	Chr1_A_fumigatus_Af293	468861	470323	-	1463	20
Afu2g11730	Chr2_A_fumigatus_Af293	3009233	3011938	-	2706	1054
Afu1g17750	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4911268;4911751	4911648;4912425	+;+	1056	151
Afu6g13310	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3377344;3377853;3378262;3378395	3377802;3378208;3378334;3378721	-;-;-;-	1215	839
Afu2g01180	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	274856;277418	277342;277899	+;+	2969	133
Afu4g14060	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3667880;3668888;3670176;3670613;3670993;3671663;3672616	3668827;3670059;3670559;3670939;3671595;3672490;3672904	+;+;+;+;+;+;+	4551	766
Afu5g01010	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	261795;261982;262224	261931;262167;262839	+;+;+	939	150
Afu5g06090	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1452481;1452816;1452977;1453894;1454091	1452727;1452893;1453819;1454023;1454395	+;+;+;+;+	1603	988
Afu6g11960	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2989707;2990169;2990201	2989734;2990182;2990929	-;-;-	771	0
Afu3g14660	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3885533;3885669	3885651;3885807	-;-	258	318
Afu6g09910	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2435923;2436779	2436729;2438505	+;+	2534	145
Afu5g07050	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1744871;1745290;1745425;1746547	1745207;1745355;1746493;1747025	+;+;+;+	1951	3038
Afu7g02340	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	635304;635563;635698;635942	635475;635576;635871;636088	+;+;+;+	507	1825
Afu1g14710	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3935940;3936257;3936902;3937443;3937706	3936191;3936842;3937374;3937634;3938122	-;-;-;-;-	1920	340
Afu4g12290	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3222576;3223032;3223157	3222974;3223107;3223269	+;+;+	588	83
Afu1g01640	Chr1_A_fumigatus_Af293	511963	513336	+	1374	1125
Afu6g13450	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3424935;3425766;3426305	3425671;3426249;3426603	+;+;+	1520	324
Afu3g06180	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1526148;1527550;1528310;1528594;1528679	1527480;1528259;1528542;1528606;1528852	-;-;-;-;-	2463	782
Afu1g10720	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2795961;2797487;2797663	2797434;2797611;2798515	-;-;-	2452	194
Afu8g07250	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1779789;1780409	1780361;1781062	-;-	1227	0
Afu8g05170	Chr8_A_fumigatus_Af293	1208042	1209382	-	1341	422
Afu6g04530	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1048231;1049059;1049409;1050030	1049004;1049355;1049891;1050405	-;-;-;-	1930	1294
Afu4g00750	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	201853;202083;202401	202028;202303;202864	-;-;-	861	219
Afu3g03260	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	871528;871629;872546	871573;872473;873275	-;-;-	1621	36
Afu6g14460	Chr6_A_fumigatus_Af293	3676600	3677313	-	714	434
Afu1g04770	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1350644;1352473;1352675;1353086	1352412;1352626;1352751;1353543	-;-;-;-	2458	214
Afu3g07980	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2028398;2029600;2029797	2029541;2029745;2030000	-;-;-	1494	2395
Afu4g06110	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1566406;1567400	1567327;1567708	+;+	1231	22
Afu8g05890	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1397358;1397735	1397683;1398130	-;-	722	61
Afu6g03550	Chr6_A_fumigatus_Af293	771750	772142	+	393	6
Afu4g08560	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2213633;2214048	2213987;2215180	+;+	1488	262
Afu2g03490	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	921351;922116;922329;922648	921980;922166;922573;924279	+;+;+;+	2558	3177
Afu6g09560	Chr6_A_fumigatus_Af293	2327495	2327800	+	306	0
Afu7g06070	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1493785;1493995	1493888;1494106	-;-	216	14
Afu2g16180	Chr2_A_fumigatus_Af293	4288066	4289524	+	1459	422
Afu6g10550	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2611565;2612710;2613649	2612647;2613594;2614557	-;-;-	2877	299
Afu5g11300	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2893130;2893843;2894362	2893750;2894291;2895838	+;+;+	2547	304
Afu1g03690	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1069978;1070918	1070864;1072054	+;+	2024	188
Afu5g11080	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2837448;2837831;2839932	2837779;2839864;2840114	-;-;-	2549	352
Afu6g03800	Chr6_A_fumigatus_Af293	837304	838380	-	1077	41
Afu4g00900	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	247227;247398	247254;249385	+;+	2016	21
Afu8g05760	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1369825;1369991;1370221;1370352;1370683	1369908;1370171;1370287;1370635;1371266	+;+;+;+;+	1200	198
Afu8g02730	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	730899;731173;731473;733040;733182;733335	731103;731377;732954;733059;733269;733747	+;+;+;+;+;+	2413	1332
Afu2g00400	Chr2_A_fumigatus_Af293	80791	83219	+	2429	3
Afu5g11440	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2938109;2939067;2939444;2939592	2939009;2939315;2939529;2939855	-;-;-;-	1500	19
Afu2g03950	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1066162;1067380;1069425;1069967;1071412	1067303;1069333;1069915;1071297;1071770	-;-;-;-;-	5277	6066
Afu1g14610	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3899224;3900198;3901148;3901511;3901637	3900148;3901092;3901445;3901581;3901745	-;-;-;-;-	2298	2167
Afu8g06790	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1655114;1655577;1656043	1655462;1656018;1656279	+;+;+	1028	0
Afu3g07670	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1937991;1939385	1939034;1939556	-;-	1216	442
Afu2g15975	Chr2_A_fumigatus_Af293	4227244	4227329	+	86	0
Afu4g09220	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2413893;2415030	2414981;2416276	+;+	2336	1097
Afu1g15400	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4150810;4152218	4152161;4152381	-;-	1516	352
Afu5g02190	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	560398;561048;561579;561683	560991;561489;561619;561745	-;-;-;-	1140	117
Afu2g14840	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3915247;3915518;3916207	3915461;3916137;3917282	-;-;-	1911	223
Afu3g12170	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3201488;3202496;3202670;3203003;3203402;3203813;3204035	3202353;3202612;3202949;3203323;3203761;3203973;3204429	+;+;+;+;+;+;+	2500	268
Afu2g02720	Chr2_A_fumigatus_Af293	697018	698415	+	1398	132
Afu6g07780	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1776585;1778484;1778728	1778428;1778657;1779597	-;-;-	2888	4756
Afu1g07555	Chr1_A_fumigatus_Af293	2125768	2126931	-	1164	28
Afu4g11190	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2921301;2921653;2921783;2921926;2922083;2922205;2922408;2922472;2922948	2921591;2921721;2921867;2922031;2922155;2922358;2922421;2922895;2923647	+;+;+;+;+;+;+;+;+	1916	1311
Afu6g11770	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2926410;2926799;2927093;2927323	2926714;2927022;2927255;2927479	+;+;+;+	849	0
Afu1g13590	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3612981;3614509;3614670;3614801;3615250;3615959;3616117;3616302	3614451;3614614;3614749;3615192;3615887;3616044;3616209;3616590	-;-;-;-;-;-;-;-	3155	1580
Afu2g02275	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	575131;575836;576001;576101	575711;575886;576030;576214	-;-;-;-	776	3646
Afu2g06200	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1762681;1763825	1763769;1764118	+;+	1383	593
Afu4g07220	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1873275;1873907;1874057;1874416;1874514;1874632;1874848;1875113;1875696	1873835;1873986;1874218;1874437;1874566;1874796;1875056;1875641;1875950	+;+;+;+;+;+;+;+;+	2036	1113
Afu4g02880	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	807952;809046	808872;809198	+;+	1074	561
Afu3g01800	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	445132;445811;446181	445762;446135;446424	-;-;-	1200	93
Afu6g08960	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2132448;2133386;2133869;2134121	2133278;2133804;2134053;2134243	-;-;-;-	1558	2285
Afu5g01360	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	345827;347090;347794;349664;350574;350650;350781;350995	346944;347738;349534;350520;350599;350734;350944;351157	+;+;+;+;+;+;+;+	4803	378
Afu5g01210	Chr5_A_fumigatus_Af293	302633	304030	-	1398	28
Afu3g08000	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2035849;2036939;2040760	2036874;2040668;2041718	-;-;-	5715	722
Afu5g09900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2562290;2562536	2562476;2563248	+;+	900	2
Afu5g00680	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	193874;194303;194720;194916	194251;194665;194861;195164	-;-;-;-	1132	402
Afu3g10250	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2650776;2651255;2651421;2651769;2652035;2652185;2654176	2651191;2651359;2651707;2651981;2652133;2654102;2654727	+;+;+;+;+;+;+	3590	950
Afu6g09353	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2237882;2237983	2237912;2238143	+;+	192	31
Afu2g01370	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	328948;329578;330475;330768;330875	329523;330420;330707;330828;331521	-;-;-;-;-	2360	12
Afu4g01170	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	315609;316915	316060;317107	+;+	645	9
Afu5g09460	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2436153;2438657;2442736	2438597;2442675;2442765	+;+;+	6494	437
Afu7g07010	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1716196;1716528	1716338;1716858	-;-	474	63
Afu5g04135	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1096443;1097412;1097686;1098267	1097335;1097613;1098189;1098545	+;+;+;+	1878	229
Afu1g10890	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2843618;2844130;2844419;2845259	2844010;2844353;2845181;2845396	+;+;+;+	1518	130
Afu1g04700	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1333784;1333965;1334377;1334927;1336492;1336969	1333891;1334292;1334562;1336440;1336920;1337300	+;+;+;+;+;+	2897	1446
Afu7g05180	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1222409;1222777	1222719;1223353	+;+	888	2682
Afu6g13880	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3542110;3542196;3542391;3542630;3542835;3542979;3543744	3542133;3542339;3542581;3542783;3542930;3543692;3544058	+;+;+;+;+;+;+	1638	77
Afu2g02140	Chr2_A_fumigatus_Af293	534147	536261	-	2115	142
Afu8g00730	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	170534;171271	171205;173334	+;+	2736	529
Afu1g17020	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4643313;4644578;4645073	4644518;4645023;4645346	-;-;-	1926	190
Afu8g07400	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1827033;1827161;1827301;1827455;1827782;1828438	1827097;1827185;1827415;1827691;1828248;1828611	-;-;-;-;-;-	1083	1
Afu1g15390	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4149909;4150079;4150262	4149965;4150179;4150772	+;+;+	669	546
Afu1g11670	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3074958;3075993	3075906;3076403	-;-	1360	228
Afu4g12510	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3284839;3286056;3286157	3286022;3286096;3287326	+;+;+	2395	513
Afu2g13760	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3571986;3573482;3575173	3573427;3575108;3575279	+;+;+	3176	1366
Afu1g16310	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4432681;4433480;4433802	4433417;4433743;4433835	-;-;-	1035	60
Afu4g10180	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2655983;2656576;2656907;2657107	2656488;2656849;2657051;2658310	+;+;+;+	2129	719
Afu2g18080	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4813433;4817305	4817248;4818744	-;-	5256	36
Afu1g14800	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3966677;3967335	3966926;3967522	+;+	438	1569
Afu3g02290	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	571295;572059	571997;573416	+;+	2061	5
Afu2g00550	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	122164;122288;122538;122731	122219;122468;122597;122883	+;+;+;+	450	2
Afu5g14960	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3873055;3873268	3873216;3873408	-;-	303	206
Afu2g17190	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4594626;4595497;4598357	4595442;4598306;4598635	-;-;-	3906	413
Afu8g05830	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1387261;1387743;1387965;1388313;1388454	1387696;1387914;1388264;1388391;1388854	+;+;+;+;+	1388	65
Afu4g06410	Chr4_A_fumigatus_Af293	1642832	1643843	-	1012	889
Afu4g03100	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	869475;870743	870674;871373	-;-	1831	479
Afu8g06190	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1478106;1478393;1478602;1478657;1478934	1478210;1478546;1478639;1478774;1479052	+;+;+;+;+	534	32
Afu4g03480	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	990633;990747;991000	990645;990782;991103	-;-;-	153	80
Afu5g00750	Chr5_A_fumigatus_Af293	209034	209402	-	369	13
Afu1g04480	Chr1_A_fumigatus_Af293	1271626	1274181	-	2556	247
Afu3g02230	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	550670;551261	551193;552274	-;-	1538	20
Afu7g00390	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	107690;108870	108810;109190	-;-	1442	303
Afu3g09610	Chr3_A_fumigatus_Af293	2442714	2443781	-	1068	231
Afu1g13060	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3463581;3466668	3466599;3466888	-;-	3240	984
Afu5g11350	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2916170;2916528;2916856;2917824	2916474;2916788;2917770;2917937	+;+;+;+	1595	299
Afu2tE(UUC)4	Chr2_A_fumigatus_Af293	2619690	2619761	+	72	0
Afu5g13680	Chr5_A_fumigatus_Af293	3591557	3592103	-	547	3
Afu7g04030	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	905469;905674	905612;905769	-;-	240	3
Afu4g14220	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3715717;3715968;3716832	3715913;3716775;3718101	+;+;+	2275	101
Afu6g04390	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1002812;1005774;1006380;1006486;1006748;1007006	1005717;1006321;1006428;1006629;1006942;1007212	-;-;-;-;-;-	4049	1361
Afu1g01660	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	515889;517105	517052;517971	+;+	2031	36
Afu2g15120	Chr2_A_fumigatus_Af293	3995418	3995744	-	327	11
Afu3g00410	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	85013;85385	85251;85727	-;-	582	39
Afu5g10600	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2712020;2712851	2712782;2713797	+;+	1710	706
Afu2g14547	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3809998;3810346;3810524;3810721;3810824	3810287;3810471;3810661;3810774;3810984	-;-;-;-;-	769	4
Afu6g05140	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1228319;1229666	1229591;1230169	-;-	1777	4712
Afu2g17000	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4543456;4544808	4544745;4551531	+;+	8014	7150
Afu5g06170	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1471458;1471967	1471903;1472509	+;+	989	477
Afu2g10560	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2705818;2707310;2707482	2707250;2707421;2708591	-;-;-	2655	1580
Afu2g15430	Chr2_A_fumigatus_Af293	4076912	4077712	-	801	3533
Afu6g08670	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2053397;2053701	2053602;2055723	-;-	2229	237
Afu3g12500	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3301306;3302449	3302389;3302629	-;-	1265	415
Afu3g09860	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2525988;2526664;2528367;2528510	2526107;2528314;2528446;2528851	+;+;+;+	2193	415
Afu7g02210	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	591244;592770	592544;592971	+;+	1503	379
Afu1g06100	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1765522;1765651;1765838	1765573;1765749;1765995	+;+;+	309	171
Afu8g04450	Chr8_A_fumigatus_Af293	1003129	1003281	-	153	76
Afu2g17690	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4714191;4714283	4714220;4714411	+;+	159	4
Afu6g08390	Chr6_A_fumigatus_Af293	1963712	1965481	-	1770	2208
Afu4g08390	Chr4_A_fumigatus_Af293	2172174	2172827	-	654	71
Afu3g02610	Chr3_A_fumigatus_Af293	662970	664268	+	1299	166
Afu1g03650	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1058990;1059780;1060158;1060328;1061561	1059727;1060105;1060266;1061486;1062721	-;-;-;-;-	3493	1625
Afu2g10500	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2686275;2687160;2687421;2687524	2687068;2687231;2687443;2687792	-;-;-;-	1158	8331
Afu2g03900	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1036039;1036181;1036675	1036099;1036514;1038071	+;+;+	1792	511
Afu8g06980	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1708342;1709296	1709244;1709925	-;-	1533	239
Afu3g03610	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	968691;969019;969500;969608	968961;969437;969555;969866	-;-;-;-	1005	5075
Afu6g09860	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2419755;2420319	2420228;2420423	+;+	579	18
Afu2g15370	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4064398;4064894;4065236	4064817;4065172;4066994	+;+;+	2458	890
Afu7g05080	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1198309;1198472;1198647;1198867;1199209;1199530	1198420;1198556;1198747;1199162;1199411;1200727	+;+;+;+;+;+	1995	55
Afu8g00470	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	102474;103294	103226;103368	-;-	828	854
Afu6g11040	Chr6_A_fumigatus_Af293	2724820	2726503	-	1684	189
Afu2g06130	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1740097;1740856;1742098	1740791;1741971;1742242	-;-;-	1956	230
Afu2g11510	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2966088;2966416;2968189	2966363;2968109;2968230	+;+;+	2012	2265
